question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
kevin collected toys to use as prizes at the fair . he collected number0 stuffed animals . he also collected number1 frisbees and several yo-yos . kevin has number2 prizes in all . how many yo-yos did kevin collect ?,"[14,18,50]","[-,-,number2,number1,number0]",18,"[1,2,3,36,37,38,12,13,14,15,19,20,21,27,28,29]",kevin collected toys to use as prizes at the fair . he collected number0 stuffed animals . he also collected number1 frisbees and several yo-yos . kevin has number2 prizes in all .,how many yo-yos did kevin collect ?,,[],2567,"Let's assume the number of yo-yos Kevin collected is represented by the variable $y$. We know that Kevin collected 14 stuffed animals and 18 frisbees, which gives us a total of $14 + 18 = 32$ toys collected. 

Adding the number of yo-yos collected, which is $y$, to the total number of toys collected should give us the total number of prizes Kevin has, which is 50. 

So the equation representing this situation is $32 + y = 50$. 

To find the value of $y$, we can subtract 32 from both sides of the equation: 

$32 + y - 32 = 50 - 32$

This simplifies to:

$y = 18$

Therefore, Kevin collected 18 yo-yos. 

####"
jasper is in charge of the refreshments . he sold number0 bags of chips . he sold number1 fewer hot dogs than chips . he sold number2 more drinks than hot dogs . how many drinks did jasper sell ?,"[27,8,12]","[+,-,number0,number1,number2]",31,"[1,3,4,5,6,36,37,9,10,11,38,16,17,18,20,25,26,27,28]",jasper is in charge of the refreshments . he sold number0 bags of chips . he sold number1 fewer hot dogs than chips . he sold number2 more drinks than hot dogs .,how many drinks did jasper sell ?,,[],2568,"Let's break down the information given:

- Jasper sold 27 bags of chips.
- He sold 8 fewer hot dogs than chips.
- He sold 12 more drinks than hot dogs.

To find the number of drinks Jasper sold, we need to determine the number of hot dogs he sold first. 

Since he sold 8 fewer hot dogs than chips, we can subtract 8 from the number of bags of chips to find the number of hot dogs:

$27 - 8 = 19$

Jasper sold 19 hot dogs.

Next, we need to determine the number of drinks he sold. 

Since he sold 12 more drinks than hot dogs, we can add 12 to the number of hot dogs to find the number of drinks:

$19 + 12 = 31$

Jasper sold 31 drinks.

####

Jasper sold 31 drinks."
the ice rink has number0 pairs of skates to rent . number1 people rented skates when the ice rink opened . number2 more people rented skates during the first hour . how many pairs of skates are left ?,"[85,18,25]","[-,-,number0,number1,number2]",42,"[1,3,4,5,35,36,37,11,12,21,22,23]",the ice rink has number0 pairs of skates to rent . number1 people rented skates when the ice rink opened . number2 more people rented skates during the first hour .,how many pairs of skates are left ?,,[],2570,"To find out how many pairs of skates are left, we need to subtract the number of skates rented from the total number of skates available.

The total number of skates available is 85 pairs.

The number of skates rented when the ice rink opened is 18 pairs.

During the first hour, an additional 25 people rented skates.

So, the number of skates rented during the first hour is 25 pairs.

To find out how many pairs of skates are left, we subtract the total number of skates rented from the total number of skates available.

Total skates rented = 18 + 25 = 43 pairs

Pairs of skates left = Total skates available - Total skates rented
Pairs of skates left = 85 - 43

Therefore, there are #### pairs of skates left."
jake set up a candy stand in his front yard . he has number0 pieces of candy to sell . he sold number1 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had number2 pieces left . how many pieces of candy did jake sell on tuesday ?,"[80,15,7]","[-,-,number0,number1,number2]",58,"[1,4,7,42,43,12,13,14,44,21,22,23,54,55,56]",jake set up a candy stand in his front yard . he has number0 pieces of candy to sell . he sold number1 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had number2 pieces left .,how many pieces of candy did jake sell on tuesday ?,,[],2571,"Let's calculate the number of pieces of candy Jake sold on Tuesday.

First, we know that Jake started with 80 pieces of candy. On Monday, he sold 15 pieces. So, to find out how many pieces he had left after Monday, we can subtract 15 from 80.

$ 80 - 15 = 65 $

Therefore, after Monday, Jake had 65 pieces of candy left.

Next, we are told that Jake had only 7 pieces of candy left by Wednesday. This means that between Monday and Wednesday, Jake sold some more candy. To find out how many pieces he sold on Tuesday, we need to subtract the number of pieces he had left on Wednesday from the number of pieces he had left after Monday.

$ 65 - 7 = 58 $

Therefore, Jake sold 58 pieces of candy on Tuesday.

####"
carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs . how many more chairs do they have left to move ?,"[74,28,29]","[-,-,number0,number1,number2]",17,"[1,2,3,4,35,36,7,37,13,14,15,18,19,20,24,25,26]",carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs .,how many more chairs do they have left to move ?,,[],2574,"To find out how many more chairs they have left to move, we need to subtract the number of chairs they have already moved from the total number of chairs they agreed to move.

Total number of chairs they agreed to move: 74
Number of chairs Carey moved: 28
Number of chairs Pat moved: 29

To find the number of chairs they have left to move, we can subtract the number of chairs Carey and Pat moved from the total number of chairs agreed upon.

Total chairs - Chairs Carey moved - Chairs Pat moved = Chairs left to move

74 - 28 - 29 = ####

Calculating the above expression, we find that they have 17 chairs left to move."
jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left . how many pieces of candy did jean have at first ?,"[18,7,16]","[+,+,number2,number1,number0]",41,"[1,2,34,35,36,7,8,9,10,16,17,18,22,23,24]",jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left .,how many pieces of candy did jean have at first ?,,[],2575,"Let's break down the information provided step by step:

1. Jean had a bag of candy.
2. She gave 18 pieces to her friend.
3. Jean ate 7 pieces.
4. Now she has 16 pieces left.

To find out how many pieces of candy Jean had at first, we can work backward from the information given.

Starting with the 16 pieces she has left, we can add back the pieces she ate and the pieces she gave to her friend to find the initial amount:

16 (pieces left) + 7 (pieces she ate) + 18 (pieces she gave to her friend) = ####

Calculating the sum:

16 + 7 + 18 = 41

So, Jean initially had 41 pieces of candy in her bag."
charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends . how many necklaces did charlene have then ?,"[60,16,18]","[-,-,number0,number1,number2]",26,"[1,2,3,4,5,7,8,9,15,16,17,25,26,27]",charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends .,how many necklaces did charlene have then ?,,[],2576,"To find the number of necklaces Charlene had after selling and giving some away, we'll start with the total number of necklaces she initially had and then subtract the ones she sold and gave away.

Total necklaces = 60
Necklaces sold = 16
Necklaces given to friends = 18

To find the number of necklaces Charlene had left:
60 - 16 (sold) - 18 (given) = 

Performing the arithmetic operations:
60 - 16 - 18 = 

Then, 
60 - 16 - 18 = 26

So Charlene had 26 necklaces left. 

####"
the coach bought number0 extra large pizzas for the team . there were number1 slices of pizza totally . after the team ate some of the slices there were number2 slices left . how many slices of pizza did the team eat ?,"[2,32,7]","[-,number1,number2]",25,"[1,2,3,4,5,6,39,8,9,40,41,12,13,14,28,29,30]",the coach bought number0 extra large pizzas for the team . there were number1 slices of pizza totally . after the team ate some of the slices there were number2 slices left .,how many slices of pizza did the team eat ?,,[],2577,"Let's start by finding the total number of slices of pizza that the team initially had. We know that there were 32 slices in total and 7 slices left, so we can subtract the number of slices left from the total number of slices to find the number of slices the team ate.

Total number of slices - Slices left = Slices eaten
32 - 7 = Slices eaten

Now we can calculate the number of slices the team ate.

32 - 7 = 25

So the team ate 25 slices of pizza.

####
25"
ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf . how many boxes of choco delights were missing ?,"[26,15,22]","[+,-,number0,number2,number1]",19,"[1,4,7,8,9,40,41,42,19,20,21,28,29,30]",ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf .,how many boxes of choco delights were missing ?,,[],2578,"To find out how many boxes of Choco Delights were missing from the shelf, we need to subtract the number of boxes that were counted later in the day from the total number of boxes that Ramon initially put on the shelf. We'll do this step by step using calculations with $ symbols:

1. Ramon initially put 26 boxes on the shelf.
2. There were already 15 boxes there.
3. So, the total number of boxes on the shelf initially is $26 + 15 = 41$.

Now, we know that later in the day, Ramon counted 22 boxes on the shelf. To find out how many boxes were missing, we'll subtract the count from the initial total:

4. $41 - 22 = 19$.

So, there were 19 boxes of Choco Delights missing from the shelf.

####19"
cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left . how many cups did cheryl and lori use ?,"[85,18]","[-,number0,number1]",67,"[1,34,3,35,36,7,8,11,12,13,14,24,25,26]",cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left .,how many cups did cheryl and lori use ?,,[],2583,"To find out how many cups Cheryl and Lori used, we can subtract the number of cups they had left from the number of cups they bought.

They bought 85 plastic cups and had 18 cups left.

So, the number of cups they used can be calculated as:

$ 85 - 18 = 67 $

Therefore, Cheryl and Lori used 67 cups."
liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books . how many books did they sell altogether ?,"[27,15]","[+,number0,number1]",42,"[1,5,9,10,11,12,13,14,15,16,22,23,24]",liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books .,how many books did they sell altogether ?,,[],2586,"To find the total number of books they sold, we need to add the number of detective books and the number of puzzle books. 

The number of detective books sold is 27. 

The number of puzzle books sold is 15. 

To find the total number of books sold, we add these two numbers: 

27 + 15 = 42

Therefore, Liz and Jenn sold a total of 42 books altogether. 

#### 42"
scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books . how many comic books did scott and sam sell ?,"[90,25]","[-,number0,number1]",65,"[1,2,34,35,5,36,7,8,12,13,14,15,23,24,25,26]",scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books .,how many comic books did scott and sam sell ?,,[],2587,"Let's denote the number of comic books Scott sold as $x$, and the number of comic books Sam sold as $y$. We are given that the total number of comic books they had is 90, and after the sale, they had 25 comic books remaining. 

We can write two equations based on the given information:
1. $x + y = 90$ (equation 1)
2. $x + y = 25$ (equation 2)

To find the number of comic books Scott and Sam sold, we need to solve these equations. 

First, we'll subtract equation 2 from equation 1 to eliminate the variable $y$:
$(x + y) - (x + y) = 90 - 25$

Simplifying the equation:
$0 = 65$

This equation is not possible since the left side is 0 and the right side is 65. 

Therefore, there must be an error in the given information or the problem statement. It is not possible to determine how many comic books Scott and Sam sold based on the given information. 

####"
connie saved up number0 . she wants to buy a watch that costs number1 . how much more money does connie need ?,"[39,55]","[-,number1,number0]",16,"[1,3,4,13,14,15,21,22,23]",connie saved up number0 . she wants to buy a watch that costs number1 .,how much more money does connie need ?,,[],2589,"To find out how much more money Connie needs, we need to subtract the cost of the watch from the amount of money she has saved up.

Amount of money Connie saved up = $39
Cost of the watch = $55

To find out how much more money Connie needs, we can subtract the cost of the watch from the amount of money she saved up:

$39 - $55 = -$16

Since the result is a negative number, it means that Connie needs to save an additional $16 in order to afford the watch.

#### -16"
terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces . how many building pieces did they use altogether ?,"[37,45]","[+,number0,number1]",82,"[1,6,10,11,12,13,16,17,18,25,26,27]",terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces .,how many building pieces did they use altogether ?,,[],2591,"To find out how many building pieces Terry and Grace used altogether, we need to add the number of building pieces each of them used.

Terry used 37 building pieces, and Grace used 45 building pieces.

To find the total number of building pieces, we can add these two numbers together.

37 + 45 = ####"
angela won a contest . she gets number0 to spend at puzzle palace . she bought many wonderful puzzles . she had number1 left . how much did she spend ?,"[90,12]","[-,number0,number1]",78,"[1,7,8,9,23,24,25,29,30,31]",angela won a contest . she gets number0 to spend at puzzle palace . she bought many wonderful puzzles . she had number1 left .,how much did she spend ?,,[],2594,"Let's assume that Angela spent $x at Puzzle Palace. We know that she had $12 left after her purchase. 

According to the given information, Angela had initially $90 to spend. Therefore, we can set up the equation:

$90 - x = 12

To find the value of x, we need to isolate it on one side of the equation. We can do this by subtracting 12 from both sides:

$90 - 12 = x

Simplifying the equation:

$78 = x

So, Angela spent $78 at Puzzle Palace. 

#### 78"
greg wants to buy a number0 scooter . he has saved number1 so far . how much more money does greg need ?,"[90,57]","[-,number0,number1]",33,"[2,5,6,7,12,13,14,21,22,23]",greg wants to buy a number0 scooter . he has saved number1 so far .,how much more money does greg need ?,,[],2598,"To find out how much more money Greg needs to buy a $90 scooter, we can set up a simple subtraction problem. We'll subtract the amount Greg has saved from the cost of the scooter.

$90 (Cost of the scooter) - $57 (Amount Greg has saved) = ####

Now, let's perform the subtraction:

$90 - $57 = $33

So, Greg needs $33 more to buy the scooter.

####"
paul and vinnie deliver newspapers . paul made number0 in tips . vinnie made number1 more than paul . how much did vinnie make ?,"[14,16]","[+,number0,number1]",30,"[1,4,8,9,10,15,16,17,23,24,25]",paul and vinnie deliver newspapers . paul made number0 in tips . vinnie made number1 more than paul .,how much did vinnie make ?,,[],2599,"Sure, let's solve this step by step. 

First, we know that Paul made $14 in tips. 

Vinnie made $16 more than Paul. To find out how much Vinnie made, we can simply add $16 to Paul's earnings.

So, $14 + $16 = $30.

Therefore, Vinnie made $30.

#### 30"
if you add number0 to a mystery number you will get number1 what is the mystery number ?,"[45,92]","[-,number1,number0]",47,"[2,3,4,10,11,12,14,15,16]",if you add number0 to a mystery number you will get number1 what,is the mystery number ?,,[],2610,"Let's assume the mystery number is represented by the variable $x$. According to the problem, if we add 45 to this mystery number, we get 92. We can write this as an equation:

$x + 45 = 92$

To find the value of $x$, we need to isolate it on one side of the equation. We can do this by subtracting 45 from both sides of the equation:

$x + 45 - 45 = 92 - 45$

Simplifying the equation gives us:

$x = 47$

Therefore, the mystery number is 47."
the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper . how far did the frog jump ?,"[25,15]","[+,number0,number1]",40,"[12,13,14,18,19,20,29,30,31]",the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper .,how far did the frog jump ?,,[],2615,"The grasshopper jumped 25 inches. The frog jumped 15 inches farther than the grasshopper. To find out how far the frog jumped, we can add the distance jumped by the grasshopper to the additional distance jumped by the frog.

Let's denote the additional distance jumped by the frog as $x$.

The total distance jumped by the frog can be calculated by adding the distance jumped by the grasshopper to the additional distance jumped by the frog: $25 + x$.

Therefore, the frog jumped $25 + x$ inches.

####

The frog jumped 25 + x inches."
marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds . how much did his dad 's strawberries weigh ?,"[23,14]","[-,number0,number1]",9,"[3,11,12,13,18,19,20,27,28,29]",marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds .,how much did his dad 's strawberries weigh ?,,[],2616,"To find out how much Marco's dad's strawberries weighed, we need to subtract Marco's strawberries' weight (14 pounds) from the total weight of strawberries (23 pounds).

Step 1: Subtract Marco's strawberries' weight from the total weight.
\[ 23 \, \text{pounds} - 14 \, \text{pounds} = 9 \, \text{pounds} \]

#### 9
"
miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls . how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,"[4,3,7]","[-,number0,number1]",1,"[1,2,3,4,5,6,35,8,9,10,36,12,13,14,16,18,19,20,21,37]",miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls .,how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,,[],2617,"Miki bought 4 packs of red bouncy balls, and each pack contained 7 bouncy balls. So the total number of red bouncy balls Miki bought is $4 \times 7 = 28$.

Miki also bought 3 packs of yellow bouncy balls, and each pack contained 7 bouncy balls. So the total number of yellow bouncy balls Miki bought is $3 \times 7 = 21$.

To find how many more packs of red bouncy balls Miki bought than yellow bouncy balls, we need to subtract the number of packs of yellow bouncy balls from the number of packs of red bouncy balls. 

So the answer is $28 - 21 = 7$.

####7"
during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home . about how many kids are in lawrence county ?,"[564237,495718]","[+,number0,number1]",1059955,"[2,3,4,7,8,13,14,15,16,24,25,26]",during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home .,about how many kids are in lawrence county ?,,[],2620,"To find the approximate number of kids in Lawrence County, we can add the number of kids who go to camp during the summer break to the number of kids who stay home.

$564237 + 495718 = 1056955$

So, there are approximately 1,056,955 kids in Lawrence County.

#### 1056955"
recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 . about how many stamps did they sell ?,"[578833,523776,1]","[+,number0,number1]",1102609,"[1,4,14,15,16,17,18,20,21,22,23,29,30,31]",recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 .,about how many stamps did they sell ?,,[],2622,"To find out how many stamps the postal service sold in total, we can simply add the number of color stamps and the number of black-and-white stamps.

Step 1: Add the number of color stamps and the number of black-and-white stamps.
$ 578833 + 523776 = 1101609 $

So, they sold a total of 1,101,609 stamps.

#### 1101609"
audrey has number0 peaches . paul has number1 peaches . what 's the difference of the number of audrey 's peaches and paul 's peaches ?,"[26,48]","[-,number1,number0]",22,"[1,2,3,6,7,8,22,23,24]",audrey has number0 peaches . paul has number1 peaches .,what 's the difference of the number of audrey 's peaches and paul 's peaches ?,,[],2623,"To find the difference between the number of peaches Audrey and Paul have, you need to subtract the number of peaches Paul has from the number of peaches Audrey has. Here are the calculations step by step:

1. Audrey has 26 peaches.
2. Paul has 48 peaches.
3. To find the difference, subtract the number of peaches Paul has from the number Audrey has:
   
   $26 - 48 = -22$

So, the difference between the number of Audrey's peaches and Paul's peaches is -22. This means Audrey has 22 fewer peaches than Paul.

#### -22"
sharon has number0 plums . allan has number1 plums . what 's the difference of the number of sharon 's plums and allan 's plums ?,"[7,10]","[-,number1,number0]",3,"[1,2,3,6,7,8,22,23,24]",sharon has number0 plums . allan has number1 plums .,what 's the difference of the number of sharon 's plums and allan 's plums ?,,[],2624,"To find the difference between the number of Sharon's plums and Allan's plums, you simply subtract the number of plums Allan has from the number of plums Sharon has.

Sharon has 7 plums, and Allan has 10 plums.

So, to find the difference:

$7 - 10 = -3$

The difference is -3.

#### -3"
there are number0 squirrels in a tree with number1 nuts . what 's the difference of the number of squirrels and nuts over there ?,"[4,2]","[-,number0,number1]",2,"[1,2,3,7,8,9,21,22,23]",there are number0 squirrels in a tree with number1 nuts .,what 's the difference of the number of squirrels and nuts over there ?,,[],2628,"To find the difference between the number of squirrels and nuts in the tree, we'll simply subtract the number of nuts from the number of squirrels.

Number of squirrels - Number of nuts

So, 4 squirrels - 2 nuts = 2.

The difference between the number of squirrels and nuts is 2.

####2"
alyssa had number0 cookies . aiyanna has number1 what 's the difference of the number of alyssa 's cookies and aiyanna 's cookies ?,"[129,140]","[-,number1,number0]",11,"[2,3,4,7,8,9,20,21,22]",alyssa had number0 cookies . aiyanna has number1 what,'s the difference of the number of alyssa 's cookies and aiyanna 's cookies ?,,[],2629,"To find the difference between the number of Alyssa's cookies and Aiyanna's cookies, we need to subtract the number of Alyssa's cookies from the number of Aiyanna's cookies.

Aiyanna has 140 cookies and Alyssa has 129 cookies.

To find the difference, we subtract 129 from 140:

$140 - 129 = 11$

Therefore, the difference between the number of Alyssa's cookies and Aiyanna's cookies is 11. 
####"
there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,"[45,17,28,38]","[-,number0,number3]",7,"[1,2,3,9,10,12,15,16,50,51,52,21,26,27,28]",there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions .,what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,,[],2634,"To find the difference between the number of all questions on the math test and the number of questions that Steve can answer, we need to subtract the number of questions Steve can answer from the total number of questions on the math test.

1. First, calculate the total number of questions on the math test, which is 45.

2. Next, calculate the number of questions that Steve can answer, which is 38.

3. Finally, subtract the number of questions Steve can answer from the total number of questions on the math test to find the difference.

Here are the calculations:

$ Total\ questions = 45 $

$ Steve's\ answers = 38 $

Now, calculate the difference:

$ Total\ questions - Steve's\ answers = 45 - 38 = 7 $

So, the difference between the number of all questions on the math test and the number of questions that Steve can answer is 7.
####7"
billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points . what 's the difference between billy 's points and his friend 's points ?,"[7,9]","[-,number1,number0]",2,"[1,7,9,10,11,15,16,17,29,30,31]",billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points .,what 's the difference between billy 's points and his friend 's points ?,,[],2637,"To find the difference between Billy's points and his friend's points, we can simply subtract the number of points his friend scored from the number of points Billy scored.

So, the calculation is:

$7 - 9$

Now, let's compute the difference:

$7 - 9 = -2$

The difference between Billy's points and his friend's points is -2, which means that Billy scored 2 points less than his friend.

#### -2"
when maria got to the fair she had number0 . when she left she had number1 . what 's the difference between the number of dollars when maria got and left the fair ?,"[87,16]","[-,number0,number1]",71,"[32,33,34,7,8,9,15,16,17]",when maria got to the fair she had number0 . when she left she had number1 .,what 's the difference between the number of dollars when maria got and left the fair ?,,[],2638,"To find the difference between the number of dollars when Maria got to the fair and when she left, we need to subtract the amount she had when she left from the amount she had when she got to the fair.

Maria had $87 when she got to the fair.
Maria had $16 when she left the fair.

To find the difference: 

$87 - $16 = $71

#### 71"
haley collected number0 cans for recycling . if she put number1 cans in number2 bag what 's the difference between the number of recycling cans that haley collected and put in the bag ?,"[9,7,1]","[-,number0,number1]",2,"[32,1,2,3,9,10,11,12,13,14,30,31]",haley collected number0 cans for recycling . if she put number1 cans in number2 bag,what 's the difference between the number of recycling cans that haley collected and put in the bag ?,,[],2639,"To find the difference between the number of recycling cans that Haley collected and put in the bag, we need to subtract the number of cans in the bag from the total number of cans collected.

Haley collected 9 cans for recycling, and she put 7 cans in 1 bag.

To find the number of cans not put in the bag, we subtract the number of cans in the bag from the total number of cans collected:

9 - 7 = ####

The difference between the number of recycling cans that Haley collected and put in the bag is ####."
a chef had number0 apples . after making some pies he had number1 left . what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?,"[46,14]","[-,number0,number1]",32,"[33,2,3,4,5,34,35,11,12,13]",a chef had number0 apples . after making some pies he had number1 left .,what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?,,[],2641,"The number of apples before the chef made pies is 46. After making some pies, the chef had 14 apples left. 

To find the difference between the number of apples before and after making pies, we subtract the number of apples after making pies from the number of apples before making pies.

$46 - 14 = 32$

Therefore, the difference between the number of apples before the chef made pies and after making pies is 32."
haley had number0 dollars . if she got number1 more dollars in total for doing chores and her birthday what 's the difference between the number of dollars before haley got money and she got from events ?,"[2,13]","[-,number1,number0]",11,"[1,2,3,4,34,35,7,8,9,10,36]",haley had number0 dollars . if she got number1 more dollars in total for doing chores and her birthday,what 's the difference between the number of dollars before haley got money and she got from events ?,,[],2644," 
#### $15$

Haley initially had $2$ dollars.

Then she got $13$ more dollars in total from doing chores and her birthday. 

So after that, she had $2 + 13 = $15$ dollars.

The difference between the number of dollars Haley had before ($2) and the number of dollars she got from events ($15$) is:

$15 - 2 = $13$ dollars."
kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer . what 's the difference between the number of times on mowing in the spring and summer ?,"[8,5]","[-,number0,number1]",3,"[34,3,4,5,35,36,14,15,16]",kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer .,what 's the difference between the number of times on mowing in the spring and summer ?,,[],2645," $ kale mowed his lawn 8 times total during the spring.
$ he mowed it 5 times in the summer.  
$ To find the difference between the number of times mowing in the spring and summer:
$ kale mowed his lawn 8 times in the spring    
$ kale mowed his lawn 5 times in the summer
$ 8 - 5 = 3
####
$3"
a farmer had number0 tomatoes from his garden . if he picked number1 of them what 's the difference between the number of tomatoes before picking and he picked ?,"[17,9]","[-,number0,number1]",8,"[2,3,4,11,12,13,26,27,28]",a farmer had number0 tomatoes from his garden . if he picked number1 of them,what 's the difference between the number of tomatoes before picking and he picked ?,,[],2646,"  ###$8$

The farmer had $17$ tomatoes from his garden. Then he picked $9$ of them.

To find the difference between the number of tomatoes before picking and after picking, we subtract:

$17 - 9 = 8$

####$8$"
a waiter had number0 customers . after some left he still had number1 customers . what 's the difference between the number of customers before leaving and after leaving ?,"[19,4]","[-,number0,number1]",15,"[2,3,4,5,11,12,13,26,27,28]",a waiter had number0 customers . after some left he still had number1 customers .,what 's the difference between the number of customers before leaving and after leaving ?,,[],2648,"The number of customers before some left can be represented by the variable $x$. After some left, the waiter had 4 customers, so we can represent this as $x - 4$. The difference between the number of customers before leaving and after leaving can be found by subtracting the latter from the former, which gives us $x - (x - 4)$. By simplifying this expression, we get:

$x - (x - 4) = x - x + 4 = 4$

Therefore, the difference between the number of customers before leaving and after leaving is 4.
####
4"
tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day . what 's the difference between the pounds of backpack of tripp and charlotte ?,"[36,25,18,9]","[-,number1,number2]",7,"[3,6,7,8,43,44,45,14,15,16,21,22,23,26,27,28]",tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day .,what 's the difference between the pounds of backpack of tripp and charlotte ?,,[],2651,"To find the difference between the pounds of Tripp and Charlotte's backpacks, we need to subtract the weight of Charlotte's backpack from the weight of Tripp's backpack.

Tripp's backpack weighs 25 pounds.
Charlotte's backpack weighs 18 pounds.

To find the difference, we subtract 18 from 25.

$25 - 18 = 7$

The difference between the pounds of Tripp and Charlotte's backpacks is 7 pounds."
a museum had number0 paintings . after they got rid of some they had number1 left . what 's the difference between the number of paintings before they got rid of and the left ?,"[14,4]","[-,number0,number1]",10,"[32,33,2,3,4,7,13,14,15,31]",a museum had number0 paintings . after they got rid of some they had number1 left .,what 's the difference between the number of paintings before they got rid of and the left ?,,[],2656," ```
$14$ paintings originally
$4$ paintings left  
$14-4$ paintings got rid of
$14 - 4 = $####$10$####
```"
the library has number0 science books . the second graders borrowed number1 of them . what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?,"[75,18]","[-,number0,number1]",57,"[33,2,3,4,5,34,35,10,11,12]",the library has number0 science books . the second graders borrowed number1 of them .,what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?,,[],2658,"The library has 75 science books.
The second graders borrowed 18 of them.
To find the difference between the number of science books the library has in the beginning and the second graders borrowed, we subtract the number of books borrowed from the total number of books in the library.
So, the difference is 75 - 18.
Calculating this, we get 57.
Therefore, the difference between the number of science books the library has in the beginning and the second graders borrowed is 57. 
####"
amy had some candy . she gave her friend number0 pieces and had number1 left . what 's the difference between of the pieces of candy amy gave away and the left ?,"[6,5]","[-,number0,number1]",1,"[1,7,8,9,10,12,13,14,29,30,31]",amy had some candy . she gave her friend number0 pieces and had number1 left .,what 's the difference between of the pieces of candy amy gave away and the left ?,,[],2659,"Let's break down the information given in the problem:

Amy had some candy, and she gave her friend 6 pieces. After giving away 6 pieces, she had 5 pieces left.

To find the difference between the pieces of candy Amy gave away and the pieces she had left, we need to subtract the number of pieces she gave away from the number of pieces she had left.

$5 - 6 = -1$

So, the difference is -1.

#### -1"
at a bus stop number0 people got off the bus . now there were number1 people on the bus . what 's the difference between the number of people getting off the bus and still on the bus ?,"[5,90]","[-,number1,number0]",85,"[2,3,4,5,6,35,36,37,13,14,15]",at a bus stop number0 people got off the bus . now there were number1 people on the bus .,what 's the difference between the number of people getting off the bus and still on the bus ?,,[],2660," 
""""""
$ 5 $ people got off the bus.
$ 90 $ people were still on the bus.
$ 90 - 5 = 85 $ 
####$ 85 $
"""""""
